stage,layer,comparison,positions,full_logits_exact,top1_set_exact,top1_order_exact,top10_set_exact,top10_order_exact,top20_set_exact,top20_order_exact
GDN convolution,50,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,50,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,50,Old compiled M8 vs old compiled M1,320,0,319,319,224,62,140,1
GDN convolution,52,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,52,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,52,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,52,Old compiled M8 vs old compiled M1,320,0,319,319,226,70,162,2
GDN convolution,53,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,53,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,53,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,53,Old compiled M8 vs old compiled M1,320,0,319,319,233,69,169,2
GDN convolution,54,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,54,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,54,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,54,Old compiled M8 vs old compiled M1,320,0,318,318,240,69,163,4
GDN convolution,56,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,56,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,56,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,56,Old compiled M8 vs old compiled M1,320,0,319,319,239,76,165,1
GDN convolution,57,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,57,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,57,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,57,Old compiled M8 vs old compiled M1,320,0,319,319,249,85,185,7
GDN convolution,58,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,58,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,58,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,58,Old compiled M8 vs old compiled M1,320,0,318,318,241,81,182,2
GDN convolution,6,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,6,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,6,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,6,Old compiled M8 vs old compiled M1,320,0,318,318,190,35,121,1
GDN convolution,60,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,60,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,60,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,60,Old compiled M8 vs old compiled M1,320,0,320,320,245,97,188,8
GDN convolution,61,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,61,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,61,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,61,Old compiled M8 vs old compiled M1,320,0,319,319,258,111,209,14
GDN convolution,62,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,62,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,62,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,62,Old compiled M8 vs old compiled M1,320,0,319,319,264,133,212,15
GDN convolution,8,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,8,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,8,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,8,Old compiled M8 vs old compiled M1,320,0,319,319,190,31,110,0
GDN convolution,9,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN convolution,9,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN convolution,9,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN convolution,9,Old compiled M8 vs old compiled M1,320,0,319,319,203,46,113,1
GDN input activation FP8 quantization,0,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,0,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,0,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,0,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,1,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,1,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,1,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,1,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,10,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,10,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,10,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,10,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,12,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,12,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,12,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,12,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,13,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,13,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,13,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,13,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,14,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,14,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,14,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,14,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,16,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,16,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,16,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,16,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,17,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,17,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,17,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,17,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,18,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,18,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,18,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,18,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,2,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,2,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,2,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,2,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,20,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,20,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,20,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,20,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,21,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,21,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,21,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,21,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,22,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,22,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,22,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,22,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,24,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,24,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,24,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,24,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,25,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,25,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,25,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,25,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,26,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,26,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,26,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,26,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,28,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,28,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,28,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,28,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,29,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,29,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,29,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,29,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,30,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,30,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,30,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,30,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,32,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,32,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,32,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,32,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,33,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,33,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,33,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,33,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,34,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,34,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,34,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,34,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,36,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,36,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,36,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,36,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,37,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,37,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,37,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,37,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,38,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,38,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,38,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,38,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,4,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,4,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,4,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,4,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,40,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,40,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,40,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,40,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,41,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,41,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,41,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,41,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,42,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,42,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,42,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,42,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,44,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,44,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,44,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,44,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,45,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,45,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,45,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,45,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,46,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,46,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,46,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,46,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,48,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,48,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,48,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,48,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,49,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,49,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,49,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,49,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,5,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,5,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,5,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,5,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,50,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,50,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,50,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,50,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,52,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,52,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,52,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,52,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,53,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,53,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,53,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,53,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,54,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,54,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,54,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,54,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,56,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,56,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,56,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,56,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,57,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,57,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,57,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,57,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,58,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,58,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,58,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,58,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,6,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,6,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,6,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,6,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,60,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,60,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,60,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,60,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,61,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,61,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,61,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,61,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,62,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,62,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,62,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,62,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,8,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,8,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,8,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,8,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,9,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,9,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,9,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input activation FP8 quantization,9,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,0,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,0,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,0,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,0,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,1,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,1,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,1,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,1,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,10,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,10,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,10,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,10,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,12,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,12,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,12,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,12,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,13,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,13,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,13,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,13,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,14,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,14,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,14,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,14,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,16,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,16,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
GDN input projection,16,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
GDN input projection,16,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
GDN input projection,17,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
GDN input projection,17,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
